function name,header files,return type,arguments,number of arguments,format string,POSIX api,use _GNU_SOURCE
security_get_initial_context_raw,['selinux/selinux.h'],int,"['const char *name', 'char **con']",2,False,False,False
selinux_check_access,['selinux/selinux.h'],int,"['const char *scon', 'const char *tcon', 'const char *class', 'const char *perm', 'void *auditdata']",5,False,False,False
selinux_check_passwd_access,['selinux/selinux.h'],int,['access_vector_t requested'],1,False,False,False
checkPasswdAccess,['selinux/selinux.h'],int,['access_vector_t requested'],1,False,False,False
chmod,['sys/stat.h'],int,"['const char *path', 'mode_t mode']",2,False,True,False
fchmodat,['sys/stat.h'],int,"['int fd', 'const char *path', 'mode_t mode', 'int flag']",4,False,True,False
chown,['unistd.h'],int,"['const char *path', 'uid_t owner', 'gid_t group']",3,False,True,False
fchownat,['unistd.h'],int,"['int fd', 'const char *path', 'uid_t owner', 'gid_t group', 'int flag']",5,False,True,False
cimag,['complex.h'],double,['double complex z'],1,False,False,False
 ,['complex.h'],double,['double complex z'],1,False,True,False
cimagf,['complex.h'],float,['float complex z'],1,False,False,False
 ,['complex.h'],float,['float complex z'],1,False,True,False
cimagl,['complex.h'],long double,['long double complex z'],1,False,False,False
 ,['complex.h'],long double,['long double complex z'],1,False,True,False
CIRCLEQ_ENTRY,['sys/queue.h'],,['TYPE'],1,False,False,False
CIRCLEQ_HEAD,['sys/queue.h'],,"['HEADNAME', 'TYPE']",2,False,False,False
CIRCLEQ_HEAD_INITIALIZER,['sys/queue.h'],CIRCLEQ_HEAD,['CIRCLEQ_HEAD head'],1,False,False,False
CIRCLEQ_INIT,['sys/queue.h'],void,['CIRCLEQ_HEAD *head'],1,False,False,False
CIRCLEQ_EMPTY,['sys/queue.h'],int,['CIRCLEQ_HEAD *head'],1,False,False,False
CIRCLEQ_INSERT_HEAD,['sys/queue.h'],void,"['CIRCLEQ_HEAD *head', 'struct TYPE *elm', 'CIRCLEQ_ENTRY NAME']",3,False,False,False
CIRCLEQ_INSERT_TAIL,['sys/queue.h'],void,"['CIRCLEQ_HEAD *head', 'struct TYPE *elm', 'CIRCLEQ_ENTRY NAME']",3,False,False,False
CIRCLEQ_INSERT_BEFORE,['sys/queue.h'],void,"['CIRCLEQ_HEAD *head', 'struct TYPE *listelm', 'struct TYPE *elm', 'CIRCLEQ_ENTRY NAME']",4,False,False,False
CIRCLEQ_INSERT_AFTER,['sys/queue.h'],void,"['CIRCLEQ_HEAD *head', 'struct TYPE *listelm', 'struct TYPE *elm', 'CIRCLEQ_ENTRY NAME']",4,False,False,False
CIRCLEQ_FIRST,['sys/queue.h'],struct TYPE *,['CIRCLEQ_HEAD *head'],1,False,False,False
CIRCLEQ_LAST,['sys/queue.h'],struct TYPE *,['CIRCLEQ_HEAD *head'],1,False,False,False
CIRCLEQ_PREV,['sys/queue.h'],struct TYPE *,"['struct TYPE *elm', 'CIRCLEQ_ENTRY NAME']",2,False,False,False
CIRCLEQ_NEXT,['sys/queue.h'],struct TYPE *,"['struct TYPE *elm', 'CIRCLEQ_ENTRY NAME']",2,False,False,False
CIRCLEQ_LOOP_PREV,['sys/queue.h'],struct TYPE *,"['CIRCLEQ_HEAD *head', 'struct TYPE *elm', 'CIRCLEQ_ENTRY NAME']",3,False,False,False
CIRCLEQ_LOOP_NEXT,['sys/queue.h'],struct TYPE *,"['CIRCLEQ_HEAD *head', 'struct TYPE *elm', 'CIRCLEQ_ENTRY NAME']",3,False,False,False
CIRCLEQ_FOREACH,['sys/queue.h'],,"['struct TYPE *var', 'CIRCLEQ_HEAD *head', 'CIRCLEQ_ENTRY NAME']",3,False,False,False
CIRCLEQ_FOREACH_REVERSE,['sys/queue.h'],,"['struct TYPE *var', 'CIRCLEQ_HEAD *head', 'CIRCLEQ_ENTRY NAME']",3,False,False,False
CIRCLEQ_REMOVE,['sys/queue.h'],void,"['CIRCLEQ_HEAD *head', 'struct TYPE *elm', 'CIRCLEQ_ENTRY NAME']",3,False,False,False
erase,['curses.h'],int,['void'],0,False,False,False
werase,['curses.h'],int,['WINDOW *win'],1,False,False,False
clear,['curses.h'],int,['void'],0,False,False,False
wclear,['curses.h'],int,['WINDOW *win'],1,False,False,False
clrtobot,['curses.h'],int,['void'],0,False,False,False
wclrtobot,['curses.h'],int,['WINDOW *win'],1,False,False,False
clrtoeol,['curses.h'],int,['void'],0,False,False,False
wclrtoeol,['curses.h'],int,['WINDOW *win'],1,False,False,False
clearenv,['stdlib.h'],int,['void'],0,False,False,False
clearerr,['stdio.h'],void,['FILE *stream'],1,False,False,False
 ,['stdio.h'],void,['FILE *stream'],1,False,True,False
feof,['stdio.h'],int,['FILE *stream'],1,False,True,False
ferror,['stdio.h'],int,['FILE *stream'],1,False,True,False
getc_unlocked,['stdio.h'],int,['FILE *stream'],1,False,True,False
getchar_unlocked,['stdio.h'],int,['void'],0,False,True,False
putc_unlocked,['stdio.h'],int,"['int c', 'FILE *stream']",2,False,True,False
putchar_unlocked,['stdio.h'],int,['int c'],1,False,True,False
clearerr_unlocked,['stdio.h'],void,['FILE *stream'],1,False,False,False
feof_unlocked,['stdio.h'],int,['FILE *stream'],1,False,False,False
ferror_unlocked,['stdio.h'],int,['FILE *stream'],1,False,False,False
fileno_unlocked,['stdio.h'],int,['FILE *stream'],1,False,False,False
fflush_unlocked,['stdio.h'],int,['FILE *stream'],1,False,False,False
fgetc_unlocked,['stdio.h'],int,['FILE *stream'],1,False,False,False
fputc_unlocked,['stdio.h'],int,"['int c', 'FILE *stream']",2,False,False,False
fread_unlocked,['stdio.h'],size_t,"['void *restrict ptr', 'size_t size', 'size_t n', 'FILE *restrict stream']",4,False,False,False
fwrite_unlocked,['stdio.h'],size_t,"['const void *restrict ptr', 'size_t size', 'size_t n', 'FILE *restrict stream']",4,False,False,False
fgets_unlocked,['stdio.h'],char *,"['char *restrict s', 'int n', 'FILE *restrict stream']",3,False,False,False
fputs_unlocked,['stdio.h'],int,"['const char *restrict s', 'FILE *restrict stream']",2,False,False,False
getwc_unlocked,['wchar.h'],wint_t,['FILE *stream'],1,False,False,False
getwchar_unlocked,['wchar.h'],wint_t,['void'],0,False,False,False
fgetwc_unlocked,['wchar.h'],wint_t,['FILE *stream'],1,False,False,False
fputwc_unlocked,['wchar.h'],wint_t,"['wchar_t wc', 'FILE *stream']",2,False,False,False
putwc_unlocked,['wchar.h'],wint_t,"['wchar_t wc', 'FILE *stream']",2,False,False,False
putwchar_unlocked,['wchar.h'],wint_t,['wchar_t wc'],1,False,False,False
fgetws_unlocked,['wchar.h'],wchar_t *,"['wchar_t *restrict ws', 'int n', 'FILE *restrict stream']",3,False,False,False
fputws_unlocked,['wchar.h'],int,"['const wchar_t *restrict ws', 'FILE *restrict stream']",2,False,False,False
clearok,['curses.h'],int,"['WINDOW *win', 'bool bf']",2,False,False,False
idlok,['curses.h'],int,"['WINDOW *win', 'bool bf']",2,False,False,False
idcok,['curses.h'],void,"['WINDOW *win', 'bool bf']",2,False,False,False
immedok,['curses.h'],void,"['WINDOW *win', 'bool bf']",2,False,False,False
leaveok,['curses.h'],int,"['WINDOW *win', 'bool bf']",2,False,False,False
scrollok,['curses.h'],int,"['WINDOW *win', 'bool bf']",2,False,False,False
setscrreg,['curses.h'],int,"['int top', 'int bot']",2,False,False,False
wsetscrreg,['curses.h'],int,"['WINDOW *win', 'int top', 'int bot']",3,False,False,False
clock,['time.h'],clock_t,['void'],0,False,False,False
 ,['time.h'],clock_t,['void'],0,False,True,False
clock_getcpuclockid,['time.h'],int,"['pid_t pid', 'clockid_t *clockid']",2,False,False,False
 ,['time.h'],int,"['pid_t pid', 'clockid_t *clock_id']",2,False,True,False
clock_getres,['time.h'],int,"['clockid_t clock_id', 'struct timespec *res']",2,False,True,False
clock_gettime,['time.h'],int,"['clockid_t clock_id', 'struct timespec *tp']",2,False,True,False
clock_settime,['time.h'],int,"['clockid_t clock_id', 'const struct timespec *tp']",2,False,True,False
clock_nanosleep,['time.h'],int,"['clockid_t clock_id', 'int flags', 'const struct timespec *rqtp', 'struct timespec *rmtp']",4,False,True,False
clog,['complex.h'],double complex,['double complex z'],1,False,False,False
 ,['complex.h'],double complex,['double complex z'],1,False,True,False
clogf,['complex.h'],float complex,['float complex z'],1,False,False,False
 ,['complex.h'],float complex,['float complex z'],1,False,True,False
clogl,['complex.h'],long double complex,['long double complex z'],1,False,False,False
 ,['complex.h'],long double complex,['long double complex z'],1,False,True,False
clog10,['complex.h'],double complex,['double complex z'],1,False,False,True
clog10f,['complex.h'],float complex,['float complex z'],1,False,False,True
clog10l,['complex.h'],long double complex,['long double complex z'],1,False,False,True
clog2,['complex.h'],double complex,['double complex z'],1,False,False,False
clog2f,['complex.h'],float complex,['float complex z'],1,False,False,False
clog2l,['complex.h'],long double complex,['long double complex z'],1,False,False,False
closedir,"['sys/types.h', 'dirent.h']",int,['DIR *dirp'],1,False,False,False
 ,['dirent.h'],int,['DIR *dirp'],1,False,True,False
openlog,['syslog.h'],void,"['const char *ident', 'int logopt', 'int facility']",3,False,True,False
syslog,['syslog.h'],void,"['int priority', 'const char *message', '...']",3 or more,False,True,False
closelog,['syslog.h'],void,['void'],0,False,False,False
 ,['syslog.h'],void,['void'],0,False,True,False
vsyslog,['syslog.h'],void,"['int priority', 'const char *format', 'va_list ap']",3,True,False,False
setlogmask,['syslog.h'],int,['int mask'],1,False,False,False
 ,['syslog.h'],int,['int maskpri'],1,False,True,False
CMSG_FIRSTHDR,['sys/socket.h'],struct cmsghdr *,['struct msghdr *msgh'],1,False,False,False
CMSG_NXTHDR,['sys/socket.h'],struct cmsghdr *,"['struct msghdr *msgh', 'struct cmsghdr *cmsg']",2,False,False,False
CMSG_ALIGN,['sys/socket.h'],size_t,['size_t length'],1,False,False,False
CMSG_SPACE,['sys/socket.h'],size_t,['size_t length'],1,False,False,False
CMSG_LEN,['sys/socket.h'],size_t,['size_t length'],1,False,False,False
CMSG_DATA,['sys/socket.h'],unsigned char *,['struct cmsghdr *cmsg'],1,False,False,False
start_color,['curses.h'],int,['void'],0,False,False,False
has_colors,['curses.h'],bool,['void'],0,False,False,False
can_change_color,['curses.h'],bool,['void'],0,False,False,False
init_pair,['curses.h'],int,"['short pair', 'short f', 'short b']",3,False,False,False
init_color,['curses.h'],int,"['short color', 'short r', 'short g', 'short b']",4,False,False,False
init_extended_pair,['curses.h'],int,"['int pair', 'int f', 'int b']",3,False,False,False
init_extended_color,['curses.h'],int,"['int color', 'int r', 'int g', 'int b']",4,False,False,False
color_content,['curses.h'],int,"['short color', 'short *r', 'short *g', 'short *b']",4,False,False,False
pair_content,['curses.h'],int,"['short pair', 'short *f', 'short *b']",3,False,False,False
extended_color_content,['curses.h'],int,"['int color', 'int *r', 'int *g', 'int *b']",4,False,False,False
extended_pair_content,['curses.h'],int,"['int pair', 'int *f', 'int *b']",3,False,False,False
reset_color_pairs,['curses.h'],void,['void'],0,False,False,False
COLOR_PAIR,['curses.h'],int,['int n'],1,False,False,False
PAIR_NUMBER,['curses.h'],,['attrs'],1,False,False,False
confstr,['unistd.h'],size_t,"['int name', 'char *buf', 'size_t len']",3,False,False,False
 ,['unistd.h'],size_t,"['int name', 'char *buf', 'size_t len']",3,False,True,False
conj,['complex.h'],double complex,['double complex z'],1,False,False,False
 ,['complex.h'],double complex,['double complex z'],1,False,True,False
conjf,['complex.h'],float complex,['float complex z'],1,False,False,False
 ,['complex.h'],float complex,['float complex z'],1,False,True,False
conjl,['complex.h'],long double complex,['long double complex z'],1,False,False,False
 ,['complex.h'],long double complex,['long double complex z'],1,False,True,False
connect,['sys/socket.h'],int,"['int socket', 'const struct sockaddr *address', 'socklen_t address_len']",3,False,True,False
context_new,['selinux/context.h'],context_t,['const char *context_str'],1,False,False,False
context_str,['selinux/context.h'],const char *,['context_t con'],1,False,False,False
context_free,['selinux/context.h'],void,['context_t con'],1,False,False,False
context_type_get,['selinux/context.h'],const char *,['context_t con'],1,False,False,False
context_range_get,['selinux/context.h'],const char *,['context_t con'],1,False,False,False
context_role_get,['selinux/context.h'],const char *,['context_t con'],1,False,False,False
context_user_get,['selinux/context.h'],const char *,['context_t con'],1,False,False,False
context_type_set,['selinux/context.h'],int,"['context_t con', 'const char *type']",2,False,False,False
context_range_set,['selinux/context.h'],int,"['context_t con', 'const char *range']",2,False,False,False
context_role_set,['selinux/context.h'],int,"['context_t con', 'const char *role']",2,False,False,False
context_user_set,['selinux/context.h'],int,"['context_t con', 'const char *user']",2,False,False,False
copysign,['math.h'],double,"['double x', 'double y']",2,False,False,False
 ,['math.h'],double,"['double x', 'double y']",2,False,True,False
copysignf,['math.h'],float,"['float x', 'float y']",2,False,False,False
 ,['math.h'],float,"['float x', 'float y']",2,False,True,False
copysignl,['math.h'],long double,"['long double x', 'long double y']",2,False,False,False
 ,['math.h'],long double,"['long double x', 'long double y']",2,False,True,False
overlay,['curses.h'],int,"['const WINDOW *srcwin', 'WINDOW *dstwin']",2,False,False,False
overwrite,['curses.h'],int,"['const WINDOW *srcwin', 'WINDOW *dstwin']",2,False,False,False
copywin,['curses.h'],int,"['const WINDOW *srcwin', 'WINDOW *dstwin', 'int sminrow', 'int smincol', 'int dminrow', 'int dmincol', 'int dmaxrow', 'int dmaxcol', 'int overlay']",9,False,False,False
cos,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
cosf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
cosl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
cosh,['math.h'],double,['double x'],1,False,False,False
 ,['math.h'],double,['double x'],1,False,True,False
coshf,['math.h'],float,['float x'],1,False,False,False
 ,['math.h'],float,['float x'],1,False,True,False
coshl,['math.h'],long double,['long double x'],1,False,False,False
 ,['math.h'],long double,['long double x'],1,False,True,False
cpow,['complex.h'],double complex,"['double complex x', 'double complex z']",2,False,False,False
 ,['complex.h'],double complex,"['double complex x', 'double complex y']",2,False,True,False
cpowf,['complex.h'],float complex,"['float complex x', 'float complex z']",2,False,False,False
 ,['complex.h'],float complex,"['float complex x', 'float complex y']",2,False,True,False
cpowl,['complex.h'],long double complex,"['long double complex x', 'long double complex z']",2,False,False,False
 ,['complex.h'],long double complex,"['long double complex x', 'long double complex y']",2,False,True,False
cproj,['complex.h'],double complex,['double complex z'],1,False,False,False
 ,['complex.h'],double complex,['double complex z'],1,False,True,False
cprojf,['complex.h'],float complex,['float complex z'],1,False,False,False
 ,['complex.h'],float complex,['float complex z'],1,False,True,False
cprojl,['complex.h'],long double complex,['long double complex z'],1,False,False,False
 ,['complex.h'],long double complex,['long double complex z'],1,False,True,False
CPU_ZERO,['sched.h'],void,['cpu_set_t *set'],1,False,False,True
CPU_SET,['sched.h'],void,"['int cpu', 'cpu_set_t *set']",2,False,False,True
CPU_CLR,['sched.h'],void,"['int cpu', 'cpu_set_t *set']",2,False,False,True
CPU_ISSET,['sched.h'],int,"['int cpu', 'cpu_set_t *set']",2,False,False,True
CPU_COUNT,['sched.h'],int,['cpu_set_t *set'],1,False,False,True
CPU_AND,['sched.h'],void,"['cpu_set_t *destset', 'cpu_set_t *srcset1', 'cpu_set_t *srcset2']",3,False,False,True
CPU_OR,['sched.h'],void,"['cpu_set_t *destset', 'cpu_set_t *srcset1', 'cpu_set_t *srcset2']",3,False,False,True
CPU_XOR,['sched.h'],void,"['cpu_set_t *destset', 'cpu_set_t *srcset1', 'cpu_set_t *srcset2']",3,False,False,True
CPU_EQUAL,['sched.h'],int,"['cpu_set_t *set1', 'cpu_set_t *set2']",2,False,False,True
CPU_ALLOC,['sched.h'],cpu_set_t *,['int num_cpus'],1,False,False,True
CPU_FREE,['sched.h'],void,['cpu_set_t *set'],1,False,False,True
CPU_ALLOC_SIZE,['sched.h'],size_t,['int num_cpus'],1,False,False,True
CPU_ZERO_S,['sched.h'],void,"['size_t setsize', 'cpu_set_t *set']",2,False,False,True
CPU_SET_S,['sched.h'],void,"['int cpu', 'size_t setsize', 'cpu_set_t *set']",3,False,False,True
CPU_CLR_S,['sched.h'],void,"['int cpu', 'size_t setsize', 'cpu_set_t *set']",3,False,False,True
CPU_ISSET_S,['sched.h'],int,"['int cpu', 'size_t setsize', 'cpu_set_t *set']",3,False,False,True
CPU_COUNT_S,['sched.h'],int,"['size_t setsize', 'cpu_set_t *set']",2,False,False,True
CPU_AND_S,['sched.h'],void,"['size_t setsize', 'cpu_set_t *destset', 'cpu_set_t *srcset1', 'cpu_set_t *srcset2']",4,False,False,True
CPU_OR_S,['sched.h'],void,"['size_t setsize', 'cpu_set_t *destset', 'cpu_set_t *srcset1', 'cpu_set_t *srcset2']",4,False,False,True
CPU_XOR_S,['sched.h'],void,"['size_t setsize', 'cpu_set_t *destset', 'cpu_set_t *srcset1', 'cpu_set_t *srcset2']",4,False,False,True
CPU_EQUAL_S,['sched.h'],int,"['size_t setsize', 'cpu_set_t *set1', 'cpu_set_t *set2']",3,False,False,True
creal,['complex.h'],double,['double complex z'],1,False,False,False
 ,['complex.h'],double,['double complex z'],1,False,True,False
crealf,['complex.h'],float,['float complex z'],1,False,False,False
 ,['complex.h'],float,['float complex z'],1,False,True,False
creall,['complex.h'],long double,['long double complex z'],1,False,False,False
 ,['complex.h'],long double,['long double complex z'],1,False,True,False
crypt,['unistd.h'],char *,"['const char *key', 'const char *salt']",2,False,False,False
 ,['unistd.h'],char *,"['const char *key', 'const char *salt']",2,False,True,False
crypt_r,['crypt.h'],char *,"['const char *key', 'const char *salt', 'struct crypt_data *restrict data']",3,False,False,False
csin,['complex.h'],double complex,['double complex z'],1,False,False,False
 ,['complex.h'],double complex,['double complex z'],1,False,True,False
csinf,['complex.h'],float complex,['float complex z'],1,False,False,False
 ,['complex.h'],float complex,['float complex z'],1,False,True,False
csinl,['complex.h'],long double complex,['long double complex z'],1,False,False,False
 ,['complex.h'],long double complex,['long double complex z'],1,False,True,False
csinh,['complex.h'],double complex,['double complex z'],1,False,False,False
 ,['complex.h'],double complex,['double complex z'],1,False,True,False
csinhf,['complex.h'],float complex,['float complex z'],1,False,False,False
 ,['complex.h'],float complex,['float complex z'],1,False,True,False
csinhl,['complex.h'],long double complex,['long double complex z'],1,False,False,False
 ,['complex.h'],long double complex,['long double complex z'],1,False,True,False
csqrt,['complex.h'],double complex,['double complex z'],1,False,False,False
 ,['complex.h'],double complex,['double complex z'],1,False,True,False
csqrtf,['complex.h'],float complex,['float complex z'],1,False,False,False
 ,['complex.h'],float complex,['float complex z'],1,False,True,False
csqrtl,['complex.h'],long double complex,['long double complex z'],1,False,False,False
 ,['complex.h'],long double complex,['long double complex z'],1,False,True,False
ctan,['complex.h'],double complex,['double complex z'],1,False,False,False
 ,['complex.h'],double complex,['double complex z'],1,False,True,False
ctanf,['complex.h'],float complex,['float complex z'],1,False,False,False
 ,['complex.h'],float complex,['float complex z'],1,False,True,False
ctanl,['complex.h'],long double complex,['long double complex z'],1,False,False,False
 ,['complex.h'],long double complex,['long double complex z'],1,False,True,False
ctanh,['complex.h'],double complex,['double complex z'],1,False,False,False
 ,['complex.h'],double complex,['double complex z'],1,False,True,False
ctanhf,['complex.h'],float complex,['float complex z'],1,False,False,False
 ,['complex.h'],float complex,['float complex z'],1,False,True,False
ctanhl,['complex.h'],long double complex,['long double complex z'],1,False,False,False
 ,['complex.h'],long double complex,['long double complex z'],1,False,True,False
ctermid,['stdio.h'],char *,['char *s'],1,False,False,False
 ,['stdio.h'],char *,['char *s'],1,False,True,False
deleteln,['curses.h'],int,['void'],0,False,False,False
wdeleteln,['curses.h'],int,['WINDOW *win'],1,False,False,False
insdelln,['curses.h'],int,['int n'],1,False,False,False
winsdelln,['curses.h'],int,"['WINDOW *win', 'int n']",2,False,False,False
insertln,['curses.h'],int,['void'],0,False,False,False
winsertln,['curses.h'],int,['WINDOW *win'],1,False,False,False
curses_trace,['curses.h'],unsigned,['const unsigned param'],1,False,False,False
_tracef,['curses.h'],void,"['const char *format', '...']",2 or more,False,False,False
_traceattr,['curses.h'],char *,['attr_t attr'],1,False,False,False
_traceattr2,['curses.h'],char *,"['int buffer', 'chtype ch']",2,False,False,False
_tracecchar_t,['curses.h'],char *,['const cchar_t *string'],1,False,False,False
_tracecchar_t2,['curses.h'],char *,"['int buffer', 'const cchar_t *string']",2,False,False,False
_tracechar,['curses.h'],char *,['int ch'],1,False,False,False
_tracechtype,['curses.h'],char *,['chtype ch'],1,False,False,False
_tracechtype2,['curses.h'],char *,"['int buffer', 'chtype ch']",2,False,False,False
_tracedump,['curses.h'],void,"['const char *label', 'WINDOW *win']",2,False,False,False
_nc_tracebits,['curses.h'],char *,['void'],0,False,False,False
_tracemouse,['curses.h'],char *,['const MEVENT *event'],1,False,False,False
trace,['curses.h'],void,['const unsigned int param'],1,False,False,False
curses_version,['curses.h'],const char *,['void'],0,False,False,False
use_extended_names,['curses.h'],int,['bool enable'],1,False,False,False
getch,['curses.h'],int,['void'],0,False,False,False
wgetch,['curses.h'],int,['WINDOW *win'],1,False,False,False
mvgetch,['curses.h'],int,"['int y', 'int x']",2,False,False,False
mvwgetch,['curses.h'],int,"['WINDOW *win', 'int y', 'int x']",3,False,False,False
ungetch,['curses.h'],int,['int ch'],1,False,False,False
has_key,['curses.h'],int,['int ch'],1,False,False,False
getstr,['curses.h'],int,['char *str'],1,False,False,False
getnstr,['curses.h'],int,"['char *str', 'int n']",2,False,False,False
wgetstr,['curses.h'],int,"['WINDOW *win', 'char *str']",2,False,False,False
wgetnstr,['curses.h'],int,"['WINDOW *win', 'char *str', 'int n']",3,False,False,False
mvgetstr,['curses.h'],int,"['int y', 'int x', 'char *str']",3,False,False,False
mvwgetstr,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'char *str']",4,False,False,False
mvgetnstr,['curses.h'],int,"['int y', 'int x', 'char *str', 'int n']",4,False,False,False
mvwgetnstr,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'char *str', 'int n']",5,False,False,False
get_wch,['curses.h'],int,['wint_t *wch'],1,False,False,False
wget_wch,['curses.h'],int,"['WINDOW *win', 'wint_t *wch']",2,False,False,False
mvget_wch,['curses.h'],int,"['int y', 'int x', 'wint_t *wch']",3,False,False,False
mvwget_wch,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'wint_t *wch']",4,False,False,False
unget_wch,['curses.h'],int,['const wchar_t wch'],1,False,False,False
get_wstr,['curses.h'],int,['wint_t *wstr'],1,False,False,False
getn_wstr,['curses.h'],int,"['wint_t *wstr', 'int n']",2,False,False,False
wget_wstr,['curses.h'],int,"['WINDOW *win', 'wint_t *wstr']",2,False,False,False
wgetn_wstr,['curses.h'],int,"['WINDOW *win', 'wint_t *wstr', 'int n']",3,False,False,False
mvget_wstr,['curses.h'],int,"['int y', 'int x', 'wint_t *wstr']",3,False,False,False
mvgetn_wstr,['curses.h'],int,"['int y', 'int x', 'wint_t *wstr', 'int n']",4,False,False,False
mvwget_wstr,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'wint_t *wstr']",4,False,False,False
mvwgetn_wstr,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'wint_t *wstr', 'int n']",5,False,False,False
getyx,['curses.h'],void,"['WINDOW *win', 'int y', 'int x']",3,False,False,False
getparyx,['curses.h'],void,"['WINDOW *win', 'int y', 'int x']",3,False,False,False
getbegyx,['curses.h'],void,"['WINDOW *win', 'int y', 'int x']",3,False,False,False
getmaxyx,['curses.h'],void,"['WINDOW *win', 'int y', 'int x']",3,False,False,False
inch,['curses.h'],chtype,['void'],0,False,False,False
winch,['curses.h'],chtype,['WINDOW *win'],1,False,False,False
mvinch,['curses.h'],chtype,"['int y', 'int x']",2,False,False,False
mvwinch,['curses.h'],chtype,"['WINDOW *win', 'int y', 'int x']",3,False,False,False
inchstr,['curses.h'],int,['chtype *chstr'],1,False,False,False
inchnstr,['curses.h'],int,"['chtype *chstr', 'int n']",2,False,False,False
winchstr,['curses.h'],int,"['WINDOW *win', 'chtype *chstr']",2,False,False,False
winchnstr,['curses.h'],int,"['WINDOW *win', 'chtype *chstr', 'int n']",3,False,False,False
mvinchstr,['curses.h'],int,"['int y', 'int x', 'chtype *chstr']",3,False,False,False
mvinchnstr,['curses.h'],int,"['int y', 'int x', 'chtype *chstr', 'int n']",4,False,False,False
mvwinchstr,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'chtype *chstr']",4,False,False,False
mvwinchnstr,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'chtype *chstr', 'int n']",5,False,False,False
initscr,['curses.h'],WINDOW *,['void'],0,False,False,False
endwin,['curses.h'],int,['void'],0,False,False,False
isendwin,['curses.h'],bool,['void'],0,False,False,False
newterm,['curses.h'],SCREEN *,"['const char *type', 'FILE *outfd', 'FILE *infd']",3,False,False,False
set_term,['curses.h'],SCREEN *,['SCREEN *new'],1,False,False,False
delscreen,['curses.h'],void,['SCREEN* sp'],1,False,False,False
insstr,['curses.h'],int,['const char *str'],1,False,False,False
insnstr,['curses.h'],int,"['const char *str', 'int n']",2,False,False,False
winsstr,['curses.h'],int,"['WINDOW *win', 'const char *str']",2,False,False,False
winsnstr,['curses.h'],int,"['WINDOW *win', 'const char *str', 'int n']",3,False,False,False
mvinsstr,['curses.h'],int,"['int y', 'int x', 'const char *str']",3,False,False,False
mvinsnstr,['curses.h'],int,"['int y', 'int x', 'const char *str', 'int n']",4,False,False,False
mvwinsstr,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'const char *str']",4,False,False,False
mvwinsnstr,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'const char *str', 'int n']",5,False,False,False
instr,['curses.h'],int,['char *str'],1,False,False,False
innstr,['curses.h'],int,"['char *str', 'int n']",2,False,False,False
winstr,['curses.h'],int,"['WINDOW *win', 'char *str']",2,False,False,False
winnstr,['curses.h'],int,"['WINDOW *win', 'char *str', 'int n']",3,False,False,False
mvinstr,['curses.h'],int,"['int y', 'int x', 'char *str']",3,False,False,False
mvinnstr,['curses.h'],int,"['int y', 'int x', 'char *str', 'int n']",4,False,False,False
mvwinstr,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'char *str']",4,False,False,False
mvwinnstr,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'char *str', 'int n']",5,False,False,False
ins_wch,['curses.h'],int,['const cchar_t *wch'],1,False,False,False
wins_wch,['curses.h'],int,"['WINDOW *win', 'const cchar_t *wch']",2,False,False,False
mvins_wch,['curses.h'],int,"['int y', 'int x', 'const cchar_t *wch']",3,False,False,False
mvwins_wch,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'const cchar_t *wch']",4,False,False,False
ins_wstr,['curses.h'],int,['const wchar_t *wstr'],1,False,False,False
ins_nwstr,['curses.h'],int,"['const wchar_t *wstr', 'int n']",2,False,False,False
wins_wstr,['curses.h'],int,"['WINDOW *win', 'const wchar_t *wstr']",2,False,False,False
wins_nwstr,['curses.h'],int,"['WINDOW *win', 'const wchar_t *wstr', 'int n']",3,False,False,False
mvins_wstr,['curses.h'],int,"['int y', 'int x', 'const wchar_t *wstr']",3,False,False,False
mvins_nwstr,['curses.h'],int,"['int y', 'int x', 'const wchar_t *wstr', 'int n']",4,False,False,False
mvwins_wstr,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'const wchar_t *wstr']",4,False,False,False
mvwins_nwstr,['curses.h'],int,"['WINDOW *win', 'int y', 'int x', 'const wchar_t *wstr', 'int n']",5,False,False,False
in_wch,['curses.h'],int,['cchar_t *wcval'],1,False,False,False
win_wch,['curses.h'],int,"['WINDOW *win', 'cchar_t *wcval']",2,False,False,False
mvin_wch,['curses.h'],int,"['int y', 'int x', 'cchar_t *wcval']",3,False,False,False
