function name,header files,return type,arguments,number of arguments,format string,POSIX api,use _GNU_SOURCE
fread,['stdio.h'],size_t,"['void *restrict ptr', 'size_t size', 'size_t nmemb', 'FILE *restrict stream']",4,False,False,False
 ,['stdio.h'],size_t,"['void *restrict ptr', 'size_t size', 'size_t nitems', 'FILE *restrict stream']",4,False,True,False
fread_unlocked,['stdio.h'],size_t,"['void *restrict ptr', 'size_t size', 'size_t n', 'FILE *restrict stream']",4,False,False,False
free,['stdlib.h'],void,['void *ptr'],1,False,True,False
freeaddrinfo,"['sys/types.h', 'sys/socket.h', 'netdb.h']",void,['struct addrinfo *res'],1,False,False,False
 ,"['sys/socket.h', 'netdb.h']",void,['struct addrinfo *ai'],1,False,True,False
freeifaddrs,"['sys/types.h', 'ifaddrs.h']",void,['struct ifaddrs *ifa'],1,False,False,False
freelocale,['locale.h'],void,['locale_t locobj'],1,False,False,False
 ,['locale.h'],void,['locale_t locobj'],1,False,True,False
freopen,['stdio.h'],FILE *,"['const char *restrict pathname', 'const char *restrict mode', 'FILE *restrict stream']",3,False,False,False
 ,['stdio.h'],FILE *,"['const char *restrict pathname', 'const char *restrict mode', 'FILE *restrict stream']",3,False,True,False
frexp,['math.h'],double,"['double x', 'int *exp']",2,False,False,False
 ,['math.h'],double,"['double num', 'int *exp']",2,False,True,False
frexpf,['math.h'],float,"['float x', 'int *exp']",2,False,False,False
 ,['math.h'],float,"['float num', 'int *exp']",2,False,True,False
frexpl,['math.h'],long double,"['long double x', 'int *exp']",2,False,False,False
 ,['math.h'],long double,"['long double num', 'int *exp']",2,False,True,False
fscanf,['stdio.h'],int,"['FILE *restrict stream', 'const char *restrict format', '...']",3 or more,True,False,False
 ,['stdio.h'],int,"['FILE *restrict stream', 'const char *restrict format', '...']",3 or more,True,True,False
fseek,['stdio.h'],int,"['FILE *stream', 'long offset', 'int whence']",3,False,False,False
 ,['stdio.h'],int,"['FILE *stream', 'long offset', 'int whence']",3,False,True,False
fseeko,['stdio.h'],int,"['FILE *stream', 'off_t offset', 'int whence']",3,False,True,False
 ,['stdio.h'],int,"['FILE *stream', 'off_t offset', 'int whence']",3,False,False,False
fsetpos,['stdio.h'],int,"['FILE *stream', 'const fpos_t *pos']",2,False,False,False
 ,['stdio.h'],int,"['FILE *stream', 'const fpos_t *pos']",2,False,True,False
fstat,['sys/stat.h'],int,"['int fildes', 'struct stat *buf']",2,False,True,False
fstatat,"['fcntl.h', 'sys/stat.h']",int,"['int fd', 'const char *restrict path', 'struct stat *restrict buf', 'int flag']",4,False,True,False
fstatvfs,['sys/statvfs.h'],int,"['int fd', 'struct statvfs *buf']",2,False,False,False
 ,['sys/statvfs.h'],int,"['int fildes', 'struct statvfs *buf']",2,False,True,False
fsync,['unistd.h'],int,['int fildes'],1,False,True,False
ftell,['stdio.h'],long,['FILE *stream'],1,False,False,False
 ,['stdio.h'],long,['FILE *stream'],1,False,True,False
ftello,['stdio.h'],off_t,['FILE *stream'],1,False,False,False
 ,['stdio.h'],off_t,['FILE *stream'],1,False,True,False
ftime,['sys/timeb.h'],int,['struct timeb *tp'],1,False,False,False
ftok,['sys/ipc.h'],key_t,"['const char *pathname', 'int proj_id']",2,False,False,False
 ,['sys/ipc.h'],key_t,"['const char *path', 'int id']",2,False,True,False
ftruncate,['unistd.h'],int,"['int fildes', 'off_t length']",2,False,True,False
ftrylockfile,['stdio.h'],int,['FILE *filehandle'],1,False,False,False
 ,['stdio.h'],int,['FILE *file'],1,False,True,False
fts_children,"['sys/types.h', 'sys/stat.h', 'fts.h']",FTSENT *,"['FTS *ftsp', 'int instr']",2,False,False,False
fts_close,"['sys/types.h', 'sys/stat.h', 'fts.h']",int,['FTS *ftsp'],1,False,False,False
fts_open,"['sys/types.h', 'sys/stat.h', 'fts.h']",FTS *,"['char * const *path_argv', 'int options', 'int (*compar)(const FTSENT **, const FTSENT **)']",3,False,False,False
fts_read,"['sys/types.h', 'sys/stat.h', 'fts.h']",FTSENT *,['FTS *ftsp'],1,False,False,False
fts_set,"['sys/types.h', 'sys/stat.h', 'fts.h']",int,"['FTS *ftsp', 'FTSENT *f', 'int instr']",3,False,False,False
ftw,['ftw.h'],int,"['const char *dirpath', 'int (*fn)(const char *fpath', 'int nopenfd']",3,False,False,False
 ,['ftw.h'],int,"['const char *path', 'int (*fn)(const char *', 'int ndirs']",3,False,True,False
funlockfile,['stdio.h'],void,['FILE *filehandle'],1,False,False,False
 ,['stdio.h'],void,['FILE *file'],1,False,True,False
futimens,"['fcntl.h', 'sys/stat.h']",int,"['int fd', 'const struct timespec times[2]']",2,False,False,False
 ,['sys/stat.h'],int,"['int fd', 'const struct timespec times[2]']",2,False,True,False
futimes,['sys/time.h'],int,"['int fd', 'const struct timeval tv[2]']",2,False,False,False
fwide,['wchar.h'],int,"['FILE *stream', 'int mode']",2,False,False,False
 ,"['stdio.h', 'wchar.h']",int,"['FILE *stream', 'int mode']",2,False,True,False
fwprintf,"['stdio.h', 'wchar.h']",int,"['FILE *restrict stream', 'const wchar_t *restrict format', '...']",3 or more,True,False,False
 ,"['stdio.h', 'wchar.h']",int,"['FILE *restrict stream', 'const wchar_t *restrict format', '...']",3 or more,True,True,False
fwrite,['stdio.h'],size_t,"['const void *restrict ptr', 'size_t size', 'size_t nmemb', 'FILE *restrict stream']",4,False,False,False
 ,['stdio.h'],size_t,"['const void *restrict ptr', 'size_t size', 'size_t nitems', 'FILE *restrict stream']",4,False,True,False
fwrite_unlocked,['stdio.h'],size_t,"['const void *restrict ptr', 'size_t size', 'size_t n', 'FILE *restrict stream']",4,False,False,False
fwscanf,"['stdio.h', 'wchar.h']",int,"['FILE *restrict stream', 'const wchar_t *restrict format', '...']",3 or more,True,True,False
gai_cancel,['netdb.h'],int,['struct gaicb *req'],1,False,False,True
gai_error,['netdb.h'],int,['struct gaicb *req'],1,False,False,True
gai_strerror,"['sys/types.h', 'sys/socket.h', 'netdb.h']",const char *,['int errcode'],1,False,False,False
 ,['netdb.h'],const char *,['int ecode'],1,False,True,False
gai_suspend,['netdb.h'],int,"['const struct gaicb *const list[]', 'int nitems', 'const struct timespec *timeout']",3,False,False,True
gamma,['math.h'],double,['double x'],1,False,False,False
gammaf,['math.h'],float,['float x'],1,False,False,False
gammal,['math.h'],long double,['long double x'],1,False,False,False
gcvt,['stdlib.h'],char *,"['double number', 'int ndigit', 'char *buf']",3,False,False,False
getaddrinfo,"['sys/types.h', 'sys/socket.h', 'netdb.h']",int,"['const char *restrict node', 'const char *restrict service', 'const struct addrinfo *restrict hints', 'struct addrinfo **restrict res']",4,False,False,False
 ,"['sys/socket.h', 'netdb.h']",int,"['const char *restrict nodename', 'const char *restrict servname', 'const struct addrinfo *restrict hints', 'struct addrinfo **restrict res']",4,False,True,False
getaddrinfo_a,['netdb.h'],int,"['int mode', 'struct gaicb *list[restrict]', 'int nitems', 'struct sigevent *restrict sevp']",4,False,False,True
getaliasbyname,['aliases.h'],struct aliasent *,['const char *name'],1,False,False,False
getaliasbyname_r,['aliases.h'],int,"['const char *restrict name', 'struct aliasent *restrict result', 'char *restrict buffer', 'size_t buflen', 'struct aliasent **restrict res']",5,False,False,False
getaliasent,['aliases.h'],struct aliasent *,['void'],0,False,False,False
getaliasent_r,['aliases.h'],int,"['struct aliasent *restrict result', 'char *restrict buffer', 'size_t buflen', 'struct aliasent **restrict res']",4,False,False,False
getauxval,['sys/auxv.h'],unsigned long,['unsigned long type'],1,False,False,False
get_avphys_pages,['sys/sysinfo.h'],long,['void'],0,False,False,False
getc,['stdio.h'],int,['FILE *stream'],1,False,False,False
 ,['stdio.h'],int,['FILE *stream'],1,False,True,False
getchar,['stdio.h'],int,['void'],0,False,False,False
 ,['stdio.h'],int,['void'],0,False,True,False
getchar_unlocked,['stdio.h'],int,['void'],0,False,True,False
getcontext,['ucontext.h'],int,['ucontext_t *ucp'],1,False,False,False
getc_unlocked,['stdio.h'],int,['FILE *stream'],1,False,True,False
get_current_dir_name,['unistd.h'],char *,['void'],0,False,False,False
getcwd,['unistd.h'],char *,"['char *buf', 'size_t size']",2,False,False,False
 ,['unistd.h'],char *,"['char *buf', 'size_t size']",2,False,True,False
getdate,['time.h'],struct tm *,['const char *string'],1,False,False,False
 ,['time.h'],struct tm *,['const char *string'],1,False,True,False
getdate_r,['time.h'],int,"['const char *restrict string', 'struct tm *restrict res']",2,False,False,False
getdelim,['stdio.h'],ssize_t,"['char **restrict lineptr', 'size_t *restrict n', 'int delim', 'FILE *restrict stream']",4,False,False,False
 ,['stdio.h'],ssize_t,"['char **restrict lineptr', 'size_t *restrict n', 'int delimiter', 'FILE *restrict stream']",4,False,True,False
getdirentries,['dirent.h'],ssize_t,"['int fd', 'char *restrict buf', 'size_t nbytes', 'off_t *restrict basep']",4,False,False,False
getdtablesize,['unistd.h'],int,['void'],0,False,False,False
getegid,['unistd.h'],gid_t,['void'],0,False,True,False
getentropy,['unistd.h'],int,"['void *buffer', 'size_t length']",2,False,False,False
getenv,['stdlib.h'],char *,['const char *name'],1,False,False,False
 ,['stdlib.h'],char *,['const char *name'],1,False,True,False
geteuid,['unistd.h'],uid_t,['void'],0,False,True,False
getfsent,['fstab.h'],struct fstab *,['void'],0,False,False,False
getfsfile,['fstab.h'],struct fstab *,['const char *mount_point'],1,False,False,False
getfsspec,['fstab.h'],struct fstab *,['const char *special_file'],1,False,False,False
getgid,['unistd.h'],gid_t,['void'],0,False,True,False
getgrent,"['sys/types.h', 'grp.h']",struct group *,['void'],0,False,False,False
 ,['grp.h'],struct group *,['void'],0,False,True,False
getgrent_r,['grp.h'],int,"['struct group *restrict gbuf', 'char *restrict buf', 'size_t buflen', 'struct group **restrict gbufp']",4,False,False,False
getgrgid,"['sys/types.h', 'grp.h']",struct group *,['gid_t gid'],1,False,False,False
 ,['grp.h'],struct group *,['gid_t gid'],1,False,True,False
getgrgid_r,"['sys/types.h', 'grp.h']",int,"['gid_t gid', 'struct group *restrict grp', 'char *restrict buf', 'size_t buflen', 'struct group **restrict result']",5,False,False,False
 ,['grp.h'],int,"['gid_t gid', 'struct group *grp', 'char *buffer', 'size_t bufsize', 'struct group **result']",5,False,True,False
getgrnam,"['sys/types.h', 'grp.h']",struct group *,['const char *name'],1,False,False,False
 ,['grp.h'],struct group *,['const char *name'],1,False,True,False
getgrnam_r,"['sys/types.h', 'grp.h']",int,"['const char *restrict name', 'struct group *restrict grp', 'char *restrict buf', 'size_t buflen', 'struct group **restrict result']",5,False,False,False
 ,['grp.h'],int,"['const char *name', 'struct group *grp', 'char *buffer', 'size_t bufsize', 'struct group **result']",5,False,True,False
getgrouplist,['grp.h'],int,"['const char *user', 'gid_t group', 'gid_t *groups', 'int *ngroups']",4,False,False,False
getgroups,['unistd.h'],int,"['int gidsetsize', 'gid_t grouplist[]']",2,False,True,False
gethostbyaddr,['netdb.h'],struct hostent *,"['const void *addr', 'socklen_t len', 'int type']",3,False,False,False
gethostbyaddr_r,['netdb.h'],int,"['const void *restrict addr', 'socklen_t len', 'int type', 'struct hostent *restrict ret', 'char *restrict buf', 'size_t buflen', 'struct hostent **restrict result', 'int *restrict h_errnop']",8,False,False,False
gethostbyname,['netdb.h'],struct hostent *,['const char *name'],1,False,False,False
gethostbyname2,['netdb.h'],struct hostent *,"['const char *name', 'int af']",2,False,False,False
gethostbyname2_r,['netdb.h'],int,"['const char *restrict name', 'int af', 'struct hostent *restrict ret', 'char *restrict buf', 'size_t buflen', 'struct hostent **restrict result', 'int *restrict h_errnop']",7,False,False,False
gethostbyname_r,['netdb.h'],int,"['const char *restrict name', 'struct hostent *restrict ret', 'char *restrict buf', 'size_t buflen', 'struct hostent **restrict result', 'int *restrict h_errnop']",6,False,False,False
gethostent,['netdb.h'],struct hostent *,['void'],0,False,False,False
 ,['netdb.h'],struct hostent *,['void'],0,False,True,False
gethostent_r,['netdb.h'],int,"['struct hostent *restrict ret', 'char *restrict buf', 'size_t buflen', 'struct hostent **restrict result', 'int *restrict h_errnop']",5,False,False,False
gethostid,['unistd.h'],long,['void'],0,False,False,False
 ,['unistd.h'],long,['void'],0,False,True,False
gethostname,['unistd.h'],int,"['char *name', 'size_t namelen']",2,False,True,False
getifaddrs,"['sys/types.h', 'ifaddrs.h']",int,['struct ifaddrs **ifap'],1,False,False,False
getitimer,['sys/time.h'],int,"['int which', 'struct itimerval *value']",2,False,True,False
getline,['stdio.h'],ssize_t,"['char **restrict lineptr', 'size_t *restrict n', 'FILE *restrict stream']",3,False,False,False
 ,['stdio.h'],ssize_t,"['char **restrict lineptr', 'size_t *restrict n', 'FILE *restrict stream']",3,False,True,False
getloadavg,['stdlib.h'],int,"['double loadavg[]', 'int nelem']",2,False,False,False
getlogin,['unistd.h'],char *,['void'],0,False,True,False
getlogin_r,['unistd.h'],int,"['char *name', 'size_t namesize']",2,False,True,False
getmntent,"['stdio.h', 'mntent.h']",struct mntent *,['FILE *stream'],1,False,False,False
getmntent_r,['mntent.h'],struct mntent *,"['FILE *restrict streamp', 'struct mntent *restrict mntbuf', 'char *restrict buf', 'int buflen']",4,False,False,False
getmsg,['stropts.h'],int,"['int fildes', 'struct strbuf *restrict ctlptr', 'struct strbuf *restrict dataptr', 'int *restrict flagsp']",4,False,True,False
get_myaddress,['rpc/rpc.h'],void,['struct sockaddr_in *addr'],1,False,False,False
getnameinfo,"['sys/socket.h', 'netdb.h']",int,"['const struct sockaddr *restrict addr', 'socklen_t addrlen', 'char *restrict host', 'socklen_t hostlen', 'char *restrict serv', 'socklen_t servlen', 'int flags']",7,False,False,False
 ,"['sys/socket.h', 'netdb.h']",int,"['const struct sockaddr *restrict sa', 'socklen_t salen', 'char *restrict node', 'socklen_t nodelen', 'char *restrict service', 'socklen_t servicelen', 'int flags']",7,False,True,False
getnetbyaddr,['netdb.h'],struct netent *,"['uint32_t net', 'int type']",2,False,False,False
 ,['netdb.h'],struct netent *,"['uint32_t net', 'int type']",2,False,True,False
getnetbyaddr_r,['netdb.h'],int,"['uint32_t net', 'int type', 'struct netent *restrict result_buf', 'char *restrict buf', 'size_t buflen', 'struct netent **restrict result', 'int *restrict h_errnop']",7,False,False,False
getnetbyname,['netdb.h'],struct netent *,['const char *name'],1,False,False,False
 ,['netdb.h'],struct netent *,['const char *name'],1,False,True,False
getnetbyname_r,['netdb.h'],int,"['const char *restrict name', 'struct netent *restrict result_buf', 'char *restrict buf', 'size_t buflen', 'struct netent **restrict result', 'int *restrict h_errnop']",6,False,False,False
getnetent,['netdb.h'],struct netent *,['void'],0,False,False,False
 ,['netdb.h'],struct netent *,['void'],0,False,True,False
getnetent_r,['netdb.h'],int,"['struct netent *restrict result_buf', 'char *restrict buf', 'size_t buflen', 'struct netent **restrict result', 'int *restrict h_errnop']",5,False,False,False
getnetgrent,['netdb.h'],int,"['char **restrict host', 'char **restrict user', 'char **restrict domain']",3,False,False,False
getnetgrent_r,['netdb.h'],int,"['char **restrict host', 'char **restrict user', 'char **restrict domain', 'char *restrict buf', 'size_t buflen']",5,False,False,False
get_nprocs,['sys/sysinfo.h'],int,['void'],0,False,False,False
get_nprocs_conf,['sys/sysinfo.h'],int,['void'],0,False,False,False
getopt,['unistd.h'],int,"['int argc', 'char *const argv[]', 'const char *optstring']",3,False,False,False
 ,['unistd.h'],int,"['int argc', 'char * const argv[]', 'const char *optstring']",3,False,True,False
getopt_long,['getopt.h'],int,"['int argc', 'char *const argv[]', 'const char *optstring', 'const struct option *longopts', 'int *longindex']",5,False,False,False
getopt_long_only,['getopt.h'],int,"['int argc', 'char *const argv[]', 'const char *optstring', 'const struct option *longopts', 'int *longindex']",5,False,False,False
getpass,['unistd.h'],char *,['const char *prompt'],1,False,False,False
getpeername,['sys/socket.h'],int,"['int socket', 'struct sockaddr *restrict address', 'socklen_t *restrict address_len']",3,False,True,False
getpgid,['unistd.h'],pid_t,['pid_t pid'],1,False,True,False
getpgrp,['unistd.h'],pid_t,['void'],0,False,True,False
get_phys_pages,['sys/sysinfo.h'],long,['void'],0,False,False,False
getpid,['unistd.h'],pid_t,['void'],0,False,True,False
getpmsg,['stropts.h'],int,"['int fildes', 'struct strbuf *restrict ctlptr', 'struct strbuf *restrict dataptr', 'int *restrict bandp', 'int *restrict flagsp']",5,False,True,False
getppid,['unistd.h'],pid_t,['void'],0,False,True,False
getpriority,['sys/resource.h'],int,"['int which', 'id_t who']",2,False,True,False
getprotobyname,['netdb.h'],struct protoent *,['const char *name'],1,False,False,False
 ,['netdb.h'],struct protoent *,['const char *name'],1,False,True,False
getprotobyname_r,['netdb.h'],int,"['const char *restrict name', 'struct protoent *restrict result_buf', 'char *restrict buf', 'size_t buflen', 'struct protoent **restrict result']",5,False,False,False
getprotobynumber,['netdb.h'],struct protoent *,['int proto'],1,False,False,False
 ,['netdb.h'],struct protoent *,['int proto'],1,False,True,False
getprotobynumber_r,['netdb.h'],int,"['int proto', 'struct protoent *restrict result_buf', 'char *restrict buf', 'size_t buflen', 'struct protoent **restrict result']",5,False,False,False
getprotoent,['netdb.h'],struct protoent *,['void'],0,False,False,False
 ,['netdb.h'],struct protoent *,['void'],0,False,True,False
getprotoent_r,['netdb.h'],int,"['struct protoent *restrict result_buf', 'char *restrict buf', 'size_t buflen', 'struct protoent **restrict result']",4,False,False,False
getpt,['stdlib.h'],int,['void'],0,False,False,True
getpw,"['sys/types.h', 'pwd.h']",int,"['uid_t uid', 'char *buf']",2,False,False,True
getpwent,"['sys/types.h', 'pwd.h']",struct passwd *,['void'],0,False,False,False
 ,['pwd.h'],struct passwd *,['void'],0,False,True,False
getpwent_r,['pwd.h'],int,"['struct passwd *restrict pwbuf', 'char *restrict buf', 'size_t buflen', 'struct passwd **restrict pwbufp']",4,False,False,False
getpwnam,"['sys/types.h', 'pwd.h']",struct passwd *,['const char *name'],1,False,False,False
 ,['pwd.h'],struct passwd *,['const char *name'],1,False,True,False
getpwnam_r,"['sys/types.h', 'pwd.h']",int,"['const char *restrict name', 'struct passwd *restrict pwd', 'char *restrict buf', 'size_t buflen', 'struct passwd **restrict result']",5,False,False,False
 ,['pwd.h'],int,"['const char *name', 'struct passwd *pwd', 'char *buffer', 'size_t bufsize', 'struct passwd **result']",5,False,True,False
getpwuid,"['sys/types.h', 'pwd.h']",struct passwd *,['uid_t uid'],1,False,False,False
 ,['pwd.h'],struct passwd *,['uid_t uid'],1,False,True,False
getpwuid_r,"['sys/types.h', 'pwd.h']",int,"['uid_t uid', 'struct passwd *restrict pwd', 'char *restrict buf', 'size_t buflen', 'struct passwd **restrict result']",5,False,False,False
 ,['pwd.h'],int,"['uid_t uid', 'struct passwd *pwd', 'char *buffer', 'size_t bufsize', 'struct passwd **result']",5,False,True,False
getrlimit,['sys/resource.h'],int,"['int resource', 'struct rlimit *rlim']",2,False,False,False
getrpcbyname,['netdb.h'],struct rpcent *,['const char *name'],1,False,False,False
getrpcbyname_r,['netdb.h'],int,"['const char *name', 'struct rpcent *result_buf', 'char *buf', 'size_t buflen', 'struct rpcent **result']",5,False,False,False
getrpcbynumber,['netdb.h'],struct rpcent *,['int number'],1,False,False,False
getrpcbynumber_r,['netdb.h'],int,"['int number', 'struct rpcent *result_buf', 'char *buf', 'size_t buflen', 'struct rpcent **result']",5,False,False,False
getrpcent,['netdb.h'],struct rpcent *,['void'],0,False,False,False
getrpcent_r,['netdb.h'],int,"['struct rpcent *result_buf', 'char *buf', 'size_t buflen', 'struct rpcent **result']",4,False,False,False
getrpcport,['rpc/rpc.h'],int,"['const char *host', 'unsigned long prognum', 'unsigned long versnum', 'unsigned int proto']",4,False,False,False
getrusage,['sys/resource.h'],int,"['int who', 'struct rusage *usage']",2,False,False,False
gets,['stdio.h'],char *,['char *s'],1,False,False,False
 ,['stdio.h'],char *,['char *s'],1,False,True,False
getservbyname,['netdb.h'],struct servent *,"['const char *name', 'const char *proto']",2,False,False,False
 ,['netdb.h'],struct servent *,"['const char *name', 'const char *proto']",2,False,True,False
getservbyname_r,['netdb.h'],int,"['const char *restrict name', 'const char *restrict proto', 'struct servent *restrict result_buf', 'char *restrict buf', 'size_t buflen', 'struct servent **restrict result']",6,False,False,False
getservbyport,['netdb.h'],struct servent *,"['int port', 'const char *proto']",2,False,False,False
 ,['netdb.h'],struct servent *,"['int port', 'const char *proto']",2,False,True,False
getservbyport_r,['netdb.h'],int,"['int port', 'const char *restrict proto', 'struct servent *restrict result_buf', 'char *restrict buf', 'size_t buflen', 'struct servent **restrict result']",6,False,False,False
getservent,['netdb.h'],struct servent *,['void'],0,False,False,False
 ,['netdb.h'],struct servent *,['void'],0,False,True,False
getservent_r,['netdb.h'],int,"['struct servent *restrict result_buf', 'char *restrict buf', 'size_t buflen', 'struct servent **restrict result']",4,False,False,False
getsid,['unistd.h'],pid_t,['pid_t pid'],1,False,True,False
getsockname,['sys/socket.h'],int,"['int socket', 'struct sockaddr *restrict address', 'socklen_t *restrict address_len']",3,False,True,False
getsockopt,['sys/socket.h'],int,"['int socket', 'int level', 'int option_name', 'void *restrict option_value', 'socklen_t *restrict option_len']",5,False,True,False
getspent,['shadow.h'],struct spwd *,['void'],0,False,False,False
getspent_r,['shadow.h'],int,"['struct spwd *spbuf', 'char *buf', 'size_t buflen', 'struct spwd **spbufp']",4,False,False,False
getspnam,['shadow.h'],struct spwd *,['const char *name'],1,False,False,False
getspnam_r,['shadow.h'],int,"['const char *name', 'struct spwd *spbuf', 'char *buf', 'size_t buflen', 'struct spwd **spbufp']",5,False,False,False
getsubopt,['stdlib.h'],int,"['char **restrict optionp', 'char *const *restrict tokens', 'char **restrict valuep']",3,False,False,False
 ,['stdlib.h'],int,"['char **optionp', 'char * const *keylistp', 'char **valuep']",3,False,True,False
gettext,['libintl.h'],char *,['const char * msgid'],1,False,False,False
gettimeofday,['sys/time.h'],int,"['struct timeval *restrict tp', 'void *restrict tzp']",2,False,True,False
getttyent,['ttyent.h'],struct ttyent *,['void'],0,False,False,False
getttynam,['ttyent.h'],struct ttyent *,['const char *name'],1,False,False,False
getuid,['unistd.h'],uid_t,['void'],0,False,True,False
getusershell,['unistd.h'],char *,['void'],0,False,False,False
getutent,['utmp.h'],struct utmp *,['void'],0,False,False,False
getutent_r,['utmp.h'],int,"['struct utmp *ubuf', 'struct utmp **ubufp']",2,False,False,False
getutid,['utmp.h'],struct utmp *,['const struct utmp *ut'],1,False,False,False
getutid_r,['utmp.h'],int,"['struct utmp *ut', 'struct utmp *ubuf', 'struct utmp **ubufp']",3,False,False,False
getutline,['utmp.h'],struct utmp *,['const struct utmp *ut'],1,False,False,False
getutline_r,['utmp.h'],int,"['struct utmp *ut', 'struct utmp *ubuf', 'struct utmp **ubufp']",3,False,False,False
getutmp,['utmpx.h'],void,"['const struct utmpx *ux', 'struct utmp *u']",2,False,False,True
getutmpx,['utmpx.h'],void,"['const struct utmp *u', 'struct utmpx *ux']",2,False,False,True
getutxent,['utmpx.h'],struct utmpx *,['void'],0,False,True,False
getutxid,['utmpx.h'],struct utmpx *,['const struct utmpx *id'],1,False,True,False
getutxline,['utmpx.h'],struct utmpx *,['const struct utmpx *line'],1,False,True,False
getw,['stdio.h'],int,['FILE *stream'],1,False,False,False
getwc,"['stdio.h', 'wchar.h']",wint_t,['FILE *stream'],1,False,False,False
 ,"['stdio.h', 'wchar.h']",wint_t,['FILE *stream'],1,False,True,False
getwchar,['wchar.h'],wint_t,['void'],0,False,False,False
 ,['wchar.h'],wint_t,['void'],0,False,True,False
getwchar_unlocked,['wchar.h'],wint_t,['void'],0,False,False,False
getwc_unlocked,['wchar.h'],wint_t,['FILE *stream'],1,False,False,False
getwd,['unistd.h'],char *,['char *buf'],1,False,False,False
glob,['glob.h'],int,"['const char *restrict pattern', 'int flags', 'int (*errfunc)(const char *epath', 'glob_t *restrict pglob']",4,False,False,False
 ,['glob.h'],int,"['const char *restrict pattern', 'int flags', 'int(*errfunc)(const char *epath', 'glob_t *restrict pglob']",4,False,True,False
globfree,['glob.h'],void,['glob_t *pglob'],1,False,False,False
 ,['glob.h'],void,['glob_t *pglob'],1,False,True,False
gmtime,['time.h'],struct tm *,['const time_t *timer'],1,False,True,False
gmtime_r,['time.h'],struct tm *,"['const time_t *restrict timer', 'struct tm *restrict result']",2,False,True,False
gnu_get_libc_release,['gnu/libc-version.h'],const char *,['void'],0,False,False,False
gnu_get_libc_version,['gnu/libc-version.h'],const char *,['void'],0,False,False,False
grantpt,['stdlib.h'],int,['int fd'],1,False,False,False
 ,['stdlib.h'],int,['int fildes'],1,False,True,False
group_member,['unistd.h'],int,['gid_t gid'],1,False,False,False
gsignal,['signal.h'],int,['int signum'],1,False,False,False
hasmntopt,"['stdio.h', 'mntent.h']",char *,"['const struct mntent *mnt', 'const char *opt']",2,False,False,False
hcreate,['search.h'],int,['size_t nel'],1,False,False,False
 ,['search.h'],int,['size_t nel'],1,False,True,False
hcreate_r,['search.h'],int,"['size_t nel', 'struct hsearch_data *htab']",2,False,False,True
hdestroy,['search.h'],void,['void'],0,False,False,False
 ,['search.h'],void,['void'],0,False,True,False
hdestroy_r,['search.h'],void,['struct hsearch_data *htab'],1,False,False,True
herror,['netdb.h'],void,['const char *s'],1,False,False,False
hsearch,['search.h'],ENTRY *,"['ENTRY item', 'ACTION action']",2,False,False,False
 ,['search.h'],ENTRY *,"['ENTRY item', 'ACTION action']",2,False,True,False
hsearch_r,['search.h'],int,"['ENTRY item', 'ACTION action', 'ENTRY **retval', 'struct hsearch_data *htab']",4,False,False,True
hstrerror,['netdb.h'],const char *,['int err'],1,False,False,False
htonl,['arpa/inet.h'],uint32_t,['uint32_t hostlong'],1,False,True,False
htons,['rpc/rpc.h'],The port number is always set to ,['PMAPPORT'],1,False,False,False
hypot,['math.h'],double,"['double x', 'double y']",2,False,False,False
 ,['math.h'],double,"['double x', 'double y']",2,False,True,False
hypotf,['math.h'],float,"['float x', 'float y']",2,False,False,False
 ,['math.h'],float,"['float x', 'float y']",2,False,True,False
hypotl,['math.h'],long double,"['long double x', 'long double y']",2,False,False,False
 ,['math.h'],long double,"['long double x', 'long double y']",2,False,True,False
iconv,['iconv.h'],size_t,"['iconv_t cd', 'char **restrict inbuf', 'size_t *restrict inbytesleft', 'char **restrict outbuf', 'size_t *restrict outbytesleft']",5,False,False,False
 ,['iconv.h'],size_t,"['iconv_t cd', 'char **restrict inbuf', 'size_t *restrict inbytesleft', 'char **restrict outbuf', 'size_t *restrict outbytesleft']",5,False,True,False
iconv_close,['iconv.h'],int,['iconv_t cd'],1,False,False,False
 ,['iconv.h'],int,['iconv_t cd'],1,False,True,False
iconv_open,['iconv.h'],iconv_t,"['const char *tocode', 'const char *fromcode']",2,False,False,False
 ,['iconv.h'],iconv_t,"['const char *tocode', 'const char *fromcode']",2,False,True,False
if_freenameindex,['net/if.h'],void,['struct if_nameindex *ptr'],1,False,False,False
 ,['net/if.h'],void,['struct if_nameindex *ptr'],1,False,True,False
if_indextoname,['net/if.h'],char *,"['unsigned int ifindex', 'char *ifname']",2,False,False,False
 ,['net/if.h'],char *,"['unsigned ifindex', 'char *ifname']",2,False,True,False
if_nameindex,['net/if.h'],struct if_nameindex *,['void'],0,False,False,False
 ,['net/if.h'],struct if_nameindex *,['void'],0,False,True,False
if_nametoindex,['net/if.h'],unsigned int,['const char *ifname'],1,False,False,False
 ,['net/if.h'],unsigned,['const char *ifname'],1,False,True,False
ilogb,['math.h'],int,['double x'],1,False,False,False
 ,['math.h'],int,['double x'],1,False,True,False
ilogbf,['math.h'],int,['float x'],1,False,False,False
 ,['math.h'],int,['float x'],1,False,True,False
ilogbl,['math.h'],int,['long double x'],1,False,False,False
 ,['math.h'],int,['long double x'],1,False,True,False
imaxabs,['inttypes.h'],intmax_t,['intmax_t j'],1,False,True,False
